,Product name in Flipkart,Retail Price in Flipkart,Discounted Price in Flipkart,Product name in Amazon,Retail Price in Amazon,Discounted Price in Amazon
10648,Galz4ever Blue Beaded Drop Chain Fashion Alloy Necklace,469.0,399.0,B-Fashionable Combo of Drop & Round Bead Kilangi Brooch,583.0,534.0
10649,Avaron Projekt Bunch Flower Brooch,1299.0,809.0,Avaron Projekt Bunch Flower Brooch,1280.0,1029.0
10650,Avaron Projekt Spectacles And Moustache Brooch,1299.0,699.0,Avaron Projekt Moustache Brooch,1286.0,790.0
10651,next steps Baby Girl's Striped Top & Pyjama Set,529.0,309.0,next steps Baby Girl's Striped Top & Pyjama Set,519.0,366.0
10652,Mothercare Printed Round Neck T-Shirt,499.0,499.0,Mothercare Printed Round Neck T-Shirt,380.0,440.0
10653,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,1190.0,792.0
10654,Intel 3.2 GHz LGA 1150 3250 Processor,6100.0,4500.0,Intel 3.1 GHz LGA 1150 G3240 Processor,5999.0,4859.0
10655,Tangerine Crystal Brooch,499.0,399.0,Tangerine Flower Brooch,487.0,439.0
10656,Avaron Projekt Bunch Flower Brooch,1299.0,809.0,Mivera Brooch,998.0,473.0
10657,"Outdazzle Designer Vintage for Men's Suit, Jackets, Shirts & Bags Lapel pin 20 Brooch",699.0,547.0,"Outdazzle Designer Vintage for Men's Suit, Jackets, Shirts & Bags Lapel pin 24 Brooch",689.0,676.0
10658,612 League Solid Baby Boy's Flap Collar Neck T-Shirt,325.0,162.0,612 League Striped Baby Boy's Flap Collar Neck T-Shirt,437.0,282.0
10659,Mothercare Printed Round Neck T-Shirt,499.0,499.0,Mothercare Printed Round Neck T-Shirt,396.0,469.0
10660,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,791.0,496.0
10661,Wildcraft Digital Pouch Travel Bag,395.0,395.0,Wildcraft Waist Pouch,594.0,742.0
10662,Wildcraft Waist Pouch,595.0,595.0,Wildcraft Digital Pouch Travel Bag,382.0,441.0
10663,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,305.0,213.0
10664,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,483.0,347.0
10665,Senterlan 2188-4,5999.0,4299.0,Senterlan 2323 Navy Blue,6986.0,5069.0
10666,next steps Baby Girl's Printed Top & Pyjama Set,499.0,286.0,next steps Baby Girl's Printed Top & Pyjama Set,527.0,342.0
10667,Pink Rose Crown,4398.0,1999.0,sharp n style Pink Rose Brouch Brooch,992.0,323.0
10668,Avaron Projekt Moustache Brooch,1299.0,699.0,Avaron Projekt Aviator Brooch,1286.0,999.0
10669,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,-6.0,0.0
10670,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,336.0,242.0
10671,MYFAA Baby Girl's Printed Top & Pyjama Set,529.0,299.0,MYFAA Baby Girl's Printed Top & Pyjama Set,512.0,333.0
10672,Dimple Creation two sided pin with pear layer Brooch,899.0,780.0,Dimple Creation Pearl 5 Layer Two Sided Pin/Kalgi Brooch,1984.0,1850.0
10673,Avaron Projekt Aviator Brooch,1299.0,899.0,Avaron projekt Clock Brooch,1298.0,800.0
10674,next steps Baby Girl's Printed Top & Pyjama Set,499.0,286.0,next steps Baby Girl's Printed Top & Pyjama Set,528.0,391.0
10675,Anuradha Art Antique Golden Polished Brooch,800.0,450.0,Anuradha Art Antique Golden Polished Brooch,786.0,556.0
10676,Fashion Point Crystal pandle holding kite Brooch,320.0,220.0,Fashion Point Blue crystal Brooch,435.0,357.0
10677,Tangerine Crystal Brooch,499.0,399.0,Tangerine Crystal Brooch,480.0,444.0
10678,Wi Retail Emblem Brooch,899.0,275.0,WI Retail Eagle Brooch,1283.0,336.0
10679,Northwear Scholor 2 L Big Backpack,1299.0,399.0,N Choice NC004 Backpack,4984.0,981.0
10680,Senterlan 2333,3999.0,3999.0,Senterlan 2188-4,5995.0,5461.0
10681,next steps Baby Girl's Striped Top & Pyjama Set,529.0,309.0,next steps Baby Girl's Striped Top & Pyjama Set,509.0,382.0
10682,Speedwav 155489 Manual Rear View Mirror,2600.0,1110.0,Mount Track Discover 9107or 75 Ltrs,3989.0,2669.0
10683,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,482.0,330.0
10684,gurjari oxidised kurta button brooch Brooch,690.0,490.0,gurjari oxidiesd kurta button brooch Brooch,673.0,634.0
10685,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,348.0,229.0
10686,ANAHI SAREE PIN Brooch,1099.0,259.0,ANAHI SAREE PIN Brooch,1094.0,294.0
10687,Variation Diamond Flowers Brooch,1347.0,449.0,Variation Diamond Flowers Brooch,1330.0,496.0
10688,next steps Baby Girl's Printed Top & Pyjama Set,499.0,286.0,next steps Baby Girl's Printed Top & Pyjama Set,525.0,398.0
10689,Mothercare T-Shirt,399.0,399.0,Mothercare T-Shirt,1294.0,1658.0
10690,Dimple Creation Pearl 5 Layer Two Sided Pin/Kalgi Brooch,2000.0,1560.0,Dimple Creation two sided pin with pear layer Brooch,884.0,899.0
10691,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,339.0,252.0
10692,Tangerine Crystal Brooch,499.0,399.0,Tangerine Crystal Brooch,480.0,498.0
10693,"Outdazzle Designer Vintage for Men's Suit, Jackets, Shirts & Bags Lapel pin 20 Brooch",699.0,547.0,"Outdazzle Designer Scorpio for Men's Suit, Jackets, Shirts & BagsLapel pin 16 Brooch",690.0,705.0
10694,Ruvee Marwari Tika Brooch,1899.0,555.0,Ruvee Marwari Style Brooch,1792.0,651.0
10695,"Outdazzle Designer Mustache for Men's Suit, Jackets, Shirts & Bags Lapel pin 12 Brooch",699.0,547.0,"Outdazzle Designer Mustache for Men's Suit, Jackets, Shirts & Bags Lapel pin 11 Brooch",681.0,654.0
10696,WEIDELI REDBP002 45 L Backpack,1999.0,999.0,Coleman RTX 3500i C010 Backpack,4496.0,5245.0
10697,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,342.0,258.0
10698,gurjari oxidiesd kurta button brooch Brooch,690.0,490.0,gurjari oxidiesd kutra button brooch Brooch,588.0,447.0
10699,Mothercare Printed Round Neck T-Shirt,499.0,499.0,Mothercare Printed Round Neck T-Shirt,495.0,610.0
10700,Tangerine Crystal Brooch,499.0,399.0,Tangerine Crystal Brooch,384.0,363.0
10701,next steps Baby Girl's Printed Top & Pyjama Set,499.0,286.0,next steps Baby Girl's Printed Top & Pyjama Set,512.0,385.0
10702,next steps Baby Girl's Printed Top & Pyjama Set,499.0,286.0,next steps Baby Girl's Printed Top & Pyjama Set,496.0,351.0
10703,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,381.0,264.0
10704,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,544.0,370.0
10705,Anuradha Art Designer Brooch,495.0,275.0,Anuradha Art Designer Brooch,664.0,545.0
10706,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,1094.0,766.0
10707,Mothercare T-Shirt,399.0,399.0,Mothercare Printed Polo T-Shirt,889.0,1069.0
10708,Avaron Projekt Bunch Flower Brooch,1299.0,899.0,Avaron Projekt Bunch Flower Brooch,1285.0,1048.0
10709,BURDY Solid Boy's Track Suit,1495.0,595.0,"adidas Boy's, Girl's Track Suit",3991.0,2338.0
10710,Variation Diamond Flowers Brooch,1347.0,449.0,Variation Diamond Flowers Brooch,1343.0,560.0
10711,Fashion Point Ganesha design Brooch,500.0,450.0,Fashion Point Designer daimond holder Brooch,1039.0,957.0
10712,Anuradha Art Antique Golden Polished Brooch,800.0,450.0,Anuradha Art Antique Golden Polished Brooch,897.0,563.0
10713,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,346.0,251.0
10714,MYFAA Baby Girl's Printed Top & Pyjama Set,529.0,299.0,MYFAA Baby Girl's Printed Top & Pyjama Set,525.0,349.0
10715,WI Retail Eagle Brooch,1299.0,288.0,Wi Retail Golden Deer Brooch,1283.0,370.0
10716,"Outdazzle Designer Mustache for Men's Suit, Jackets, Shirts & Bags Lapel pin 11 Brooch",699.0,547.0,"Outdazzle Designer Mustache for Men's Suit, Jackets, Shirts & Bags Lapel pin 10 Brooch",694.0,692.0
10717,Anuradha Art Designer Brooch,495.0,275.0,Anuradha Art Designer Brooch,567.0,413.0
10718,ANAHI SAREE PIN Brooch,1099.0,259.0,hbs saree pin animal Brooch,597.0,449.0
10719,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,548.0,359.0
10720,Variation Diamond Flowers Brooch,1347.0,449.0,Variation Diamond Flowers Brooch,1333.0,577.0
10721,Anuradha Art Antique Golden Polished Brooch,800.0,450.0,Anuradha Art Antique Golden Polished Brooch,895.0,645.0
10722,Avaron Projekt Bunch Flower Brooch,1299.0,899.0,Avaron Projekt Handmade Bunch Flower Brooch,1290.0,990.0
10723,beebay Slim Fit Girl's Trousers,945.0,850.0,Beebay Regular Fit Baby Girl's Trousers,827.0,673.0
10724,Puma Women Black PU Shoulder Bag,3999.0,3999.0,Puma Fundamentals Sports Bag S Sport Bag,1492.0,1467.0
10725,Fashion Point Designer daimond holder Brooch,1050.0,750.0,Fashion Point Ganesha design Brooch,488.0,539.0
10726,Intel 3.1 GHz LGA 1150 E3-1220 v3 Processor,29999.0,24999.0,Intel 3.2 GHz LGA 1150 3250 Processor,6096.0,5819.0
10727,Anuradha Art Silver Polished Brooch,400.0,225.0,Anuradha Art Silver Polished Brooch,307.0,217.0
10728,CASEDEAL Nokia lumia 720 Back Panel,1999.0,549.0,CASEDEAL Nokia lumia 1320 Back Panel,1993.0,721.0
10729,CASEDEAL Nokia lumia 720 Back Panel,1999.0,549.0,CASEDEAL Nokia lumia 720 Back Panel,1987.0,641.0
10730,CASEDEAL Nokia lumia 720 Back Panel,1999.0,549.0,CASEDEAL Nokia lumia 720 Back Panel,1979.0,614.0
10731,Dieu Casual Printed Women's Kurti,850.0,499.0,Decot Paradise Printed Kurti & Patiyala,1974.0,1124.0
10732,CASEDEAL Nokia lumia 720 Back Panel,1999.0,549.0,CASEDEAL Nokia lumia 620 Back Panel,1996.0,507.0
10733,SANTOSH ROYAL FASHION Cotton Printed Double Bedsheet,2499.0,649.0,ZAIN Polyester 3D Printed Double Bedsheet,1392.0,813.0
10734,Abhomedecor Cotton Abstract Double Bedsheet,1499.0,599.0,jaisayram Cotton Abstract Single Bedsheet,780.0,323.0
10735,CASEDEAL Nokia lumia 1320 Back Panel,1999.0,599.0,CASEDEAL Nokia lumia 225 Back Panel,1996.0,431.0
10736,Bed & Bath Cotton Floral Double Bedsheet,4900.0,1960.0,Good Night Cotton Floral King sized Double Bedsheet,2598.0,809.0
10737,Elite Collection Medium Acrylic Sticker,1299.0,999.0,ROYAL ERADO Motorcycle Design Sticker,278.0,213.0
10738,stylishvilla Embroidered Kurta & Patiyala,2999.0,714.0,Aavaya Fashion Embroidered Kurti & Patiyala,2697.0,1155.0
10739,"Chokree Baby Girl's, Girl's A-line Dress",1700.0,816.0,"Chokree Baby Girl's, Girl's A-line Dress",1485.0,1090.0
10740,MKB Baby Girl's Empire Waist Dress,810.0,545.0,MKB Baby Girl's Empire Waist Dress,864.0,646.0
10741,"Ambika Lahenga Embroidered Lehenga, Choli and Dupatta Set",39992.0,24995.0,"Tiny Toon Embroidered Girl's Lehenga, Choli and Dupatta Set",2481.0,1074.0
10742,RadadiyaTRD Embriodered Bollywood Georgette Sari,2599.0,650.0,SATYA SITA Embriodered Bollywood Georgette Sari,2991.0,1441.0
10743,Sonanjali USB OTG Adapter,500.0,200.0,Sonanjali USB OTG Adapter,492.0,228.0
10744,RadadiyaTRD Embriodered Bollywood Georgette Sari,2599.0,1100.0,RadadiyaTRD Embriodered Bollywood Georgette Sari,2579.0,817.0
10745,"Chokree Baby Girl's, Girl's A-line Dress",1700.0,816.0,"Chokree Baby Girl's, Girl's A-line Dress",-5.0,0.0
10746,"Khwaab Enterprise Self Design Fashion Chiffon, Satin Sari",1499.0,799.0,ROSHNI FASHIONS Self Design Bollywood Net Sari,2987.0,1847.0
10747,"Design Desk Self Design Girl's Lehenga, Choli and Dupatta Set",3599.0,1299.0,"Pakiza Design Self Design Girl's Lehenga, Choli and Dupatta Set",1988.0,1006.0
10748,"Pakiza Design Self Design Girl's Lehenga, Choli and Dupatta Set",1990.0,799.0,"Design Desk Self Design Girl's Lehenga, Choli and Dupatta Set",3583.0,1551.0
10749,Escoda Round Paint Brushes,4335.0,4335.0,Escoda Filbert Paint Brushes,1307.0,1507.0
10750,"Chokree Baby Girl's, Girl's A-line Dress",1700.0,816.0,"Chokree Baby Girl's, Girl's A-line Dress",2261.0,1256.0
10751,YNA Plain Double Blanket Brown,4500.0,975.0,Shamrock Cotton Medium Bath Mat Popcorn Brown,355.0,391.0
10752,Sonanjali USB OTG Adapter,500.0,200.0,Sonanjali USB OTG Adapter,486.0,232.0
10753,Next Steps Baby Girl's Layered Dress,599.0,356.0,NeedyBee Baby Girl's Layered Dress,1587.0,1957.0
10754,RadadiyaTRD Embriodered Bollywood Georgette Sari,2599.0,650.0,RadadiyaTRD Embriodered Bollywood Lycra Sari,2598.0,1211.0
10755,zasmina Slippers,700.0,349.0,zasmina Slippers,682.0,325.0
10756,Snuggles Baby Girl's A-line Dress,349.0,314.0,Seals Baby Girl's A-line Dress,981.0,747.0
10757,Pilot Roller Ball Pen,960.0,960.0,LUXANTRA Classic Red Roller Ball Pen,486.0,354.0
10758,MKB Baby Girl's Empire Waist Dress,880.0,585.0,MKB Baby Girl's Empire Waist Dress,799.0,642.0
10759,RadadiyaTRD Embriodered Bollywood Georgette Sari,2599.0,650.0,RadadiyaTRD Embriodered Bollywood Georgette Sari,2584.0,1297.0
10760,"Newgen Tech USB, Micro USB OTG Adapter",299.0,199.0,"Newgen Tech USB, Micro USB OTG Adapter",296.0,239.0
10761,"Unique Fashion Self Design Girl's Lehenga, Choli and Dupatta Set",2999.0,799.0,"Galexy Fashion Self Design Girl's Lehenga, Choli and Dupatta Set",2996.0,778.0
10762,"Newgen Tech USB, Micro USB OTG Adapter",299.0,199.0,"Newgen Tech USB, Micro USB OTG Adapter",282.0,223.0
10763,Small Toes Casuals,1200.0,599.0,Small Toes Slippers,383.0,319.0
10764,"Chokree Baby Girl's, Girl's A-line Dress",1700.0,816.0,Chokree Baby Girl's A-line Dress,1331.0,1029.0
10765,METMO Slippers,599.0,229.0,Metmo Slippers,588.0,299.0
10766,Sonanjali USB OTG Adapter,500.0,200.0,Sonanjali USB OTG Adapter,499.0,233.0
10767,"Galexy Fashion Self Design Girl's Lehenga, Choli and Dupatta Set",2999.0,639.0,"Unique Fashion Self Design Girl's Lehenga, Choli and Dupatta Set",2997.0,919.0
10768,Salon Tech Hair Dryer Bonnet,11037.0,11037.0,Ovente Hair Dryer Bonnet,6231.0,8088.0
10769,OEM 170906 Bike Centre Stand,2900.0,1535.0,OEM 170909 Bike Centre Stand,2881.0,1678.0
10770,Small Toes Slippers,398.0,249.0,Small Toes Casuals,1188.0,757.0
10771,"dilli bazaaar Bellies, Corporate Casuals, Casuals",699.0,349.0,Glamour Casuals,1582.0,1557.0
10772,OEM 170798 Bike Side Stand,1700.0,834.0,OEM 170792 Bike Side Stand,1688.0,1069.0
10773,OEM 170909 Bike Centre Stand,2900.0,1485.0,OEM 170906 Bike Centre Stand,2896.0,1720.0
10774,Koie  Battery - For Samsung S2 Premium Quality,999.0,599.0,Koie  Battery - For Samsung 7562 Premium Quality,993.0,660.0
10775,Speedwav 77599 Handlebar,500.0,314.0,Speedwav 77489 Handlebar,495.0,433.0
10776,"K&N 1 Bike Spark Plug, 1 Air Filter-TVS Apache RTR 180 REF Combo",2999.0,2999.0,"K&N 1 Bike Spark Plug, 1 Air Filter-TVS Sport Combo",2962.0,3777.0
10777,OEM 170774 Bike Side Stand,1700.0,859.0,OEM 170760 Bike Side Stand,1694.0,972.0
10778,Imagica Alloy Necklace,799.0,799.0,Imagica Alloy Necklace,686.0,800.0
10779,Imagica Alloy Necklace,699.0,699.0,Imagica Alloy Necklace,794.0,1025.0
10780,Speedwav 77555 Handlebar,500.0,314.0,Speedwav 77551 Handlebar,498.0,348.0
10781,Kook N Keech Disney Women's A-line Dress,1799.0,809.0,Kook N Keech Disney Solid Women's Jumpsuit,1493.0,673.0
10782,Jewelnation Alloy Necklace,399.0,199.0,Shopernow Medallions Alloy Necklace,1487.0,798.0
10783,Salon Tech Hair Dryer Bonnet,11037.0,11037.0,Barbar Hair Dryer Bonnet,11588.0,13173.0
10784,"K&N 1 Bike Spark Plug, 1 Air Filter-TVS Sport Combo",2965.0,2965.0,"K&N 1 Bike Spark Plug, 1 Air Filter-TVS Apache RTR 180 REF Combo",2994.0,3771.0
10785,"Speedwav 1 Car Bumper Sticker, 1 FLY Mobile Holder with Photo Frame Combo",820.0,563.0,"Speedwav 1 Car Bumper Sticker, 1 FLY Mobile Holder with Photo Frame Combo",813.0,621.0
10786,FabAlley Casual Sleeveless Printed Women's Top,1200.0,1200.0,Fab Palace Party Sleeveless Embroidered Women's Top,1551.0,546.0
10787,"Speedwav 1 Rear View Mirror Screen, 1 4.3 Inch Screen & Camera-Renault Fluence Combo",7200.0,3383.0,"Speedwav 1 Rear View Mirror Screen, 1 4.3 Screen & Camera-Chevrolet Optra SRV Combo",7192.0,4469.0
10788,Speedwav 77489 Handlebar,500.0,357.0,Speedwav 77538 Handlebar,491.0,388.0
10789,LAIBA  Battery - Laiba Battery -B150AC Lithium Ion Mobile Battery for Samsung Core Duos,999.0,599.0,LAIBA  Battery - Laiba Battery I9300 Lithium Ion Mobile Battery For Samsung Galaxy S-3,994.0,766.0
10790,Relaxfeel Floral Single Dohar White,999.0,499.0,C. O. Bigelow Barber Cologne - Elixir White - No. 1585,1894.0,1742.0
10791,Speedwav 77599 Handlebar,500.0,314.0,Speedwav 77595 Handlebar,486.0,395.0
10792,N Five Running Shoes,2398.0,959.0,Apoxy APX-RUNNER-2-KIDS-BLUE-ORANGE Running Shoes,496.0,554.0
10793,"Gadget-Wagon Consistant 2.1 Channel Home Theater Speaker System with USB, Memory Card & FM Radio Mini Hi-Fi System",4250.0,2450.0,"Pulse Audio 1 FM/USB Player, 1 Speaker Set Combo",4281.0,2401.0
10794,"Speedwav 1 Car Bumper Sticker, 1 FLY Mobile Holder with Photo Frame Combo",820.0,563.0,"Speedwav 1 Car Bumper Sticker, 1 FLY Mobile Holder with Photo Frame Combo",818.0,719.0
10795,BaBylissPRO Hair Dryer Bonnet,4045.0,4045.0,BaBylissPRO Hair Dryer Bonnet,6860.0,7765.0
10796,Shopernow Medallions Alloy Necklace,1500.0,699.0,Shopernow Intertwined Alloy Necklace,1487.0,880.0
10797,Salon Tech Hair Dryer Bonnet,11037.0,11037.0,Conair Hair Dryer Bonnet,7301.0,9334.0
10798,Ronaldo Java Casual Shoes,2099.0,1574.0,Puma Adreno FG Jr Sports Shoes,2497.0,1697.0
10799,Salon Tech Hair Dryer Bonnet,11037.0,11037.0,RX7 Superlite Hair Dryer Bonnet,11398.0,14193.0
10800,"Speedwav 1 Car Bumper Sticker, 1 FLY Mobile Holder with Photo Frame Combo",820.0,563.0,"Speedwav 1 Car Bumper Sticker, 1 Twin Color Plastic Tissue Holder Box Combo",731.0,774.0
10801,"Speedwav 1 Car Bumper Sticker, 1 FLY Mobile Holder with Photo Frame Combo",820.0,563.0,"Speedwav 1 Car Bumper Sticker, 1 Napoleon Air Freshener Combo",887.0,654.0
10802,HNK 2300W Professional Hair Dryer SP1622W Hair Dryer,3250.0,2800.0,"REDMOMD RF-510 1600W, compact, with cool air shot Hair Dryer",1599.0,1905.0
10803,"Speedwav 1 Car Bumper Sticker, 1 Twin Color Plastic Tissue Holder Box Combo",750.0,689.0,"Speedwav 1 Drink Holder, 1 LED Light Ashtray, 1 LED Strip Combo",1289.0,894.0
10804,"Neo strike Pro550youth Batting Gloves (Youth, Black, Red)",1800.0,640.0,"Pro biker 1 Bike Gloves, 1 Neoprene Face Mask-Black, 1 Gloves Combo",2814.0,1137.0
10805,Chazer Running Shoes,380.0,380.0,Daxter Running Shoes,587.0,453.0
10806,Fashion18 Solid Babydoll,1299.0,689.0,Krasiv Solid Babydoll,2987.0,607.0
10807,"Speedwav 1 Rear View Mirror Screen, 1 4.3 Screen & Camera-Chevrolet Optra SRV Combo",7200.0,3498.0,"Speedwav 1 Rear View Mirror Screen, 1 4.3 Inch Screen & Camera-Renault Fluence Combo",7197.0,3938.0
10808,OEM 170792 Bike Side Stand,1700.0,872.0,OEM 170798 Bike Side Stand,1688.0,992.0
10809,Salon Tech Hair Dryer Bonnet,11037.0,11037.0,Rusk Hair Dryer Bonnet,12680.0,14691.0
10810,Speedwav 77374 Handlebar,500.0,347.0,Speedwav 77365 Handlebar,496.0,434.0
10811,Esteem Boy's Drawer,800.0,415.0,Esteem Baby Boy's Drawer,795.0,463.0
10812,Conair Hair Dryer Bonnet,7308.0,7308.0,Salon Tech Hair Dryer Bonnet,11025.0,14287.0
10813,LAIBA  Battery - Laiba Battery I9300 Lithium Ion Mobile Battery For Samsung Galaxy S-3,999.0,599.0,LAIBA  Battery - Laiba Battery -B150AC Lithium Ion Mobile Battery for Samsung Core Duos,995.0,683.0
10814,OEM 170817 Bike Side Stand,1700.0,884.0,OEM 170822 Bike Side Stand,1686.0,1080.0
10815,OEM 170822 Bike Side Stand,1700.0,847.0,OEM 170831 Bike Side Stand,1684.0,1047.0
10816,Adidas Training & Gym Shoes,4999.0,4999.0,Escan Training & Gym Shoes,1980.0,1268.0
10817,BaBylissPRO Hair Dryer Bonnet,6861.0,6861.0,BaBylissPRO Hair Dryer Bonnet,4043.0,5118.0
10818,Creez Solid Women's Charcoal Full Length Sports Tights,1299.0,899.0,Sai Senorita Solid Women's Half length Tights,147.0,171.0
10819,Shopernow Intertwined Alloy Necklace,1500.0,699.0,Shopernow Cocktail Designer Alloy Necklace,1494.0,842.0
10820,Speedwav 77374 Handlebar,500.0,347.0,Speedwav 77341 Handlebar,499.0,392.0
10821,Speedwav 77595 Handlebar,500.0,314.0,Speedwav 77599 Handlebar,489.0,405.0
10822,Speedwav 77599 Handlebar,500.0,314.0,Favourite BikerZ FBZ MOXI 9340 Customized Handlebar,3986.0,2533.0
10823,SHOPOJ Women Bellies,756.0,378.0,"Merchant eshop Boys, Men, Girls, Women",386.0,306.0
10824,Xpert School Shoes,399.0,299.0,xpert Running Shoes,979.0,589.0
10825,BM BELMONTE EWC Toilet Seat S Trap Western Commode,4140.0,3499.0,Varmora VCST0 Living & Bedroom Stool,482.0,503.0
10826,LAIBA  Battery - Laiba Battery - LT30P Lithium Ion Mobile Battery for Sony Xperia-T,999.0,699.0,LAIBA  Battery - Laiba Battery - Q700S Lithium Ion Mobile Battery For XOLO Club,981.0,563.0
10827,Imagica Alloy Necklace,699.0,699.0,Imagica Emerald Stone Necklace,582.0,706.0
10828,Salon Tech Hair Dryer Bonnet,11037.0,11037.0,Le Angelique Hair Dryer Bonnet,12152.0,15299.0
10829,OEM 170792 Bike Side Stand,1700.0,872.0,OEM 170774 Bike Side Stand,1681.0,1023.0
10830,LAIBA  Battery - Laiba Battery -B150AC Lithium Ion Mobile Battery for Samsung Core Duos,999.0,599.0,LAIBA  Battery - Laiba Battery - BOPA2100 Lithium Ion Mobile Battery for HTC DESIRE 516,981.0,900.0
10831,"K&N 1 Bike Spark Plug, 1 Air Filter-TVS Sport Combo",2965.0,2965.0,"K&N 1 Bike Spark Plug, 1 Air Filter-Honda CB Trigger Combo",2998.0,3574.0
10832,Sai Senorita Solid Women's Half length Tights,150.0,150.0,Creez Solid Women's Charcoal Full Length Sports Tights,1287.0,1056.0
10833,V&G Professional HD-37 Hair Dryer,2499.0,1099.0,INEXT IN-031 Hair Dryer,783.0,474.0
10834,MAK  Battery - MK BT-Note,700.0,500.0,Robotel  Battery - ROBO 017 BL 4C,589.0,341.0
10835,Speedwav 77374 Handlebar,500.0,347.0,Speedwav 77370 Handlebar,492.0,386.0
10836,OEM 170798 Bike Side Stand,1700.0,834.0,OEM 170783 Bike Side Stand,1686.0,921.0
10837,Speedwav 77370 Handlebar,500.0,347.0,Speedwav 77374 Handlebar,497.0,419.0
10838,OEM 170822 Bike Side Stand,1700.0,847.0,OEM 170817 Bike Side Stand,1690.0,1114.0
10839,Speedwav 77595 Handlebar,500.0,314.0,Speedwav 77306 Handlebar,497.0,406.0
10840,Lab No. 4 Analog 30 cm Dia Wall Clock,950.0,750.0,Lab No. 4 Analog 30 cm Dia Wall Clock,941.0,974.0
10841,Speedwav 77551 Handlebar,500.0,314.0,Speedwav 77555 Handlebar,493.0,388.0
10842,V&G Professional HD-36 Hair Dryer,2999.0,1299.0,HNK 2300W Professional Hair Dryer SP1622W Hair Dryer,3239.0,3359.0
10843,BaBylissPRO Hair Dryer Bonnet,6861.0,6861.0,BaBylissPRO Hair Dryer Bonnet,6662.0,7513.0
10844,LAIBA  Battery - Laiba Battery - Q700S Lithium Ion Mobile Battery For XOLO Club,999.0,499.0,LAIBA  Battery - Laiba Battery - LT30P Lithium Ion Mobile Battery for Sony Xperia-T,986.0,771.0
10845,Salon Tech Hair Dryer Bonnet,11037.0,11037.0,Sutra Beauty Hair Dryer Bonnet,8077.0,9271.0
10846,Koie  Battery - For Samsung 7562 Premium Quality,999.0,599.0,Koie  Battery - For Samsung S2 Premium Quality,989.0,720.0
10847,Speedwav 77595 Handlebar,500.0,314.0,Speedwav 77565 Handlebar,484.0,389.0
10848,Right Analog 26 cm Dia Wall Clock,1399.0,524.0,KLOCX Analog Wall Clock,1666.0,1086.0
10849,BaBylissPRO Hair Dryer Bonnet,6861.0,6861.0,BaBylissPRO Hair Dryer Bonnet,5035.0,6085.0
10850,Vitalwalls Canvas Painting,1749.0,1549.0,Vitalwalls Canvas Painting,2044.0,2098.0
10851,KalaSanthe Peacock & Tree Of Life In Kalamkari Art Canvas Painting,1633.0,1633.0,KalaSanthe Wheel Of Life And Procession In Saura Art Canvas Painting,1625.0,2116.0
10852,Archi Collection Alloy Jewel Set,2100.0,490.0,Archi Collection Alloy Jewel Set,1984.0,510.0
10853,KalaSanthe Wheel Of Life And Procession In Saura Art Canvas Painting,1633.0,1633.0,KalaSanthe Peacock & Tree Of Life In Kalamkari Art Canvas Painting,1623.0,1881.0
10854,Vitalwalls With Frame Canvas Painting,1849.0,1649.0,Vitalwalls With Frame Canvas Painting,2147.0,2240.0
10855,Fashionjackpot Women's Leggings,899.0,399.0,Gopps Women's Leggings,981.0,455.0
10856,Vitalwalls With Frame Canvas Painting,2149.0,1949.0,Vitalwalls With Frame Canvas Painting,1838.0,1877.0
10857,Kanu Book Cover for Micromax Funbook P280,1299.0,599.0,Kanu Flip Cover for Micromax Funbook P255 Tablet,796.0,518.0
10858,Speedwav Single Pipe Car Air Pressure -Nissan Patrol 200 dB Vehicle Horn,1500.0,873.0,Speedwav Single Pipe Car Air Pressure -Nissan Sunny 200 dB Vehicle Horn,1495.0,1051.0
10859,NIKsales 7 W LED Bulb,750.0,365.0,NIKsales 9 W LED Bulb,621.0,485.0
10860,HomeeHub Polyester Multicolor Self Design Eyelet Door Curtain,1999.0,1332.0,HomeeHub Polyester Multicolor Self Design Eyelet Door Curtain,1995.0,1683.0
10861,Generation Z Women's Leggings,999.0,399.0,Generation Z Women's Leggings,695.0,379.0
